"UserResponseIntId,""UserPollStateId"",""Country"",""Age"",""Gender"",""District"",""Province"",""CreatedDate"",""AgeGroup"",""UserPollStateIntId"",""Feel Safe Sending Children to School"",""Scared to Visit Health Facilities"",""Make a Living"",""Conditions in Quarantine"",""Discrimination"",""Ebola Response Making Progress"",""Feel Safer Traveling without Road Blocks"",""Harassment at Checkpoints"",""Prepared for Future Health Crisis"",""Support Families of Ebola Sufferers"",""Trusting the Information"",""Welcome Ebola Survivors"",""What Makes People Stay in Quarantine"",""Worried about Quarantine"""
"2496867946113683968,""3197953206"",""Sierra Leone"",""66"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""35+"",""-6496872890850879488"","""","""",""Don't know"","""","""",""Don't know"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"1660039035099447808,""3197953306"",""Sierra Leone"",""20"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""6754718553387481088"","""","""",""Don't know"","""","""",""Yes"","""",""Don't know"","""",""Don't know"","""","""","""",""Yes"""
"1067728898916105984,""3197953506"",""Sierra Leone"",""21"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""5318867916311146496"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"7467293734701305856,""3197955306"",""Sierra Leone"",""25"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""25 to 34"",""3207422566387062784"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"4211834172295956480,""3197965506"",""Sierra Leone"",""24"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""-6455907977458378752"","""","""",""Don't know"","""","""",""Don't know"","""",""Don't know"","""",""Don't know"","""","""","""",""Yes"""
"233620150190956288,""3197966106"",""Sierra Leone"",""18"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""-2050508845145624576"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""No"""
"2337122840615056384,""3197966406"",""Sierra Leone"",""22"",""Female"",""Moyamba"",""Southern"",""2014-12-23"",""15 to 24"",""-7942413708382648320"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-221485387118305024,""3197966506"",""Sierra Leone"",""26"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""25 to 34"",""-6082034950379225088"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"1328099215420221440,""3197966706"",""Sierra Leone"",""28"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""25 to 34"",""-1458900735657310976"","""","""",""No"","""","""",""Yes"","""",""Don't know"","""",""Yes"","""","""","""",""Yes"""
"3200738699642423296,""3197966906"",""Sierra Leone"",""28"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""25 to 34"",""-8704470433512871936"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"2553834746276265984,""3197967006"",""Sierra Leone"",""16"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""-7965458120577388544"","""","""",""Don't know"","""","""",""Yes"","""",""Don't know"","""",""Don't know"","""","""","""",""Yes"""
"2759000739426676736,""3197968906"",""Sierra Leone"",""19"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""-4576502377796662272"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"6457363819386130432,""3197969106"",""Sierra Leone"",""20"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""1571906049475730944"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Don't know"""
"3103512116636411392,""3197969206"",""Sierra Leone"",""16"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""2010843275028120576"","""","""",""No"","""","""",""Yes"","""",""Don't know"","""",""Don't know"","""","""","""",""Yes"""
"6332128017049902080,""3197970406"",""Sierra Leone"",""20"",""Female"",""Kono"",""Eastern"",""2014-12-23"",""15 to 24"",""5803988761238338560"","""","""",""Don't know"","""","""",""Yes"","""",""Don't know"","""",""Don't know"","""","""","""",""Yes"""
"-75628775656596880,""3197970906"",""Sierra Leone"",""24"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""8579358451765718016"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""No"""
"3084856449446021120,""3197971606"",""Sierra Leone"",""29"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""25 to 34"",""7091783546009828352"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"734103241562032896,""3197972006"",""Sierra Leone"",""28"",""Male"",""Western Rural"",""Western"",""2014-12-23"",""25 to 34"",""-4620414216586735616"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"-586240854478866432,""3197972806"",""Sierra Leone"",""31"",""Male"",""Kono"",""Eastern"",""2014-12-23"",""25 to 34"",""4648447711609702400"","""","""",""Don't know"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-785864345157095680,""3197973006"",""Sierra Leone"",""29"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""25 to 34"",""7358176510722210816"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"2182291674493944320,""3197973106"",""Sierra Leone"",""21"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""-2866373578315553792"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"-1027069765114158848,""3197974406"",""Sierra Leone"",""21"",""Male"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""7919628290584976384"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"-21228540361713124,""3197974706"",""Sierra Leone"",""20"",""Male"",""Kenema"",""Eastern"",""2014-12-23"",""15 to 24"",""-6246797558707353600"","""","""",""Yes"","""","""",""Yes"","""",""Don't know"","""",""No"","""","""","""",""Yes"""
"4905327889494774784,""3197975706"",""Sierra Leone"",""28"",""Male"",""Western Rural"",""Western"",""2014-12-23"",""25 to 34"",""4528277095746802688"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""No"""
"3036757651936086016,""3197976006"",""Sierra Leone"",""22"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""4969742236763971584"","""","""",""No"","""","""",""No"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"779392000749369216,""3197976506"",""Sierra Leone"",""24"",""Male"",""Port Loko"",""Northern"",""2014-12-23"",""15 to 24"",""2306786622262733824"","""","""",""Yes"","""","""",""No"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-187890069748858592,""3197979306"",""Sierra Leone"",""36"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""35+"",""8504906233944060928"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"3213684875157864960,""3197979506"",""Sierra Leone"",""36"",""Male"",""Kono"",""Eastern"",""2014-12-23"",""35+"",""-3451061653816350208"","""","""",""No"","""","""",""Don't know"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"2547756766959275520,""3197979706"",""Sierra Leone"",""49"",""Male"",""Kono"",""Eastern"",""2014-12-23"",""35+"",""-8337931127318800384"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""No"""
"1393788106502014976,""3197979906"",""Sierra Leone"",""19"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""-2917172895864556544"","""","""",""Yes"","""","""",""Don't know"","""",""Yes"","""",""Yes"","""","""","""",""No"""
"257809397833860960,""3197980306"",""Sierra Leone"",""27"",""Male"",""Western Rural"",""Western"",""2014-12-23"",""25 to 34"",""4138919765478889984"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"682672811242992768,""3197980806"",""Sierra Leone"",""23"",""Male"",""Bombali"",""Northern"",""2014-12-23"",""15 to 24"",""6488348901985211392"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"250943565449644992,""3197981806"",""Sierra Leone"",""29"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""25 to 34"",""-7043000591757998080"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-731606593700020096,""3197982106"",""Sierra Leone"",""23"",""Male"",""Tonkolili"",""Northern"",""2014-12-23"",""15 to 24"",""-3616490699790993920"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-379155267555265472,""3197983006"",""Sierra Leone"",""36"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""35+"",""8001408772580335616"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-127890291399774576,""3197984306"",""Sierra Leone"",""26"",""Male"",""Western Rural"",""Western"",""2014-12-23"",""25 to 34"",""2866250543156131328"","""","""",""No"","""","""",""No"","""",""Yes"","""",""Yes"","""","""","""",""No"""
"4667787854272031744,""3197984806"",""Sierra Leone"",""27"",""Male"",""Kenema"",""Eastern"",""2014-12-23"",""25 to 34"",""-9052771994489464832"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"1292606106084730112,""3197986406"",""Sierra Leone"",""21"",""Male"",""Bombali"",""Northern"",""2014-12-23"",""15 to 24"",""-7513160190676862976"","""","""",""No"","""","""",""Yes"","""",""No"","""",""No"","""","""","""",""Yes"""
"4201512504442893824,""3197988606"",""Sierra Leone"",""22"",""Male"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""2147644667180187904"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"-682830102241670656,""3197997506"",""Sierra Leone"",""43"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""35+"",""-1526291728849176576"","""","""",""No"","""","""",""Don't know"","""",""Yes"","""",""No"","""","""","""",""Yes"""
"606453157390841472,""3197997906"",""Sierra Leone"",""24"",""Male"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""-426810646122324416"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"2418230609432582144,""3197999206"",""Sierra Leone"",""22"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""-8524132909515199488"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Don't know"""
"750130486178597504,""3197999406"",""Sierra Leone"",""22"",""Female"",""Kenema"",""Eastern"",""2014-12-23"",""15 to 24"",""-1997162928800086528"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"244759586219658752,""3198000006"",""Sierra Leone"",""20"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""-7966204691945150464"","""","""",""No"","""","""",""Yes"","""",""Don't know"","""",""Don't know"","""","""","""",""Yes"""
"6914465723197537280,""3198000206"",""Sierra Leone"",""21"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""4985620004860784640"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""No"""
"-404279580945972416,""3198003906"",""Sierra Leone"",""20"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""8372005007867932672"","""","""",""No"","""","""",""Don't know"","""",""No"","""",""Don't know"","""","""","""",""Yes"""
"2166760698725209600,""3198006806"",""Sierra Leone"",""20"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""-8379944376873620480"","""","""",""Yes"","""","""",""No"","""",""No"","""",""Yes"","""","""","""",""No"""
"-1378831240760322048,""3198007206"",""Sierra Leone"",""18"",""Female"",""Bo"",""Southern"",""2014-12-23"",""15 to 24"",""6047178667669151744"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"2799224367890055168,""3198008506"",""Sierra Leone"",""26"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""25 to 34"",""-5095247363038354432"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""No"""
"3568897213832376320,""3198009306"",""Sierra Leone"",""20"",""Female"",""Bonthe"",""Southern"",""2014-12-23"",""15 to 24"",""2817519603055507456"","""","""",""Yes"","""","""",""Don't know"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"7256972658810253312,""3198011206"",""Sierra Leone"",""25"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""25 to 34"",""-8434096140826160128"","""","""",""Yes"","""","""",""No"","""",""Yes"","""",""Yes"","""","""","""",""No"""
"292256969459649088,""3198011706"",""Sierra Leone"",""31"",""Male"",""Bo"",""Southern"",""2014-12-23"",""25 to 34"",""-5912874806968782848"","""","""",""Don't know"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"4238215618267168256,""3198012306"",""Sierra Leone"",""18"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""-8487861007805574144"","""","""",""Yes"","""","""",""Don't know"","""",""No"","""",""Don't know"","""","""","""",""No"""
"252594333244457216,""3198012406"",""Sierra Leone"",""24"",""Male"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""2514113139053510144"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-950576869192889600,""3198013406"",""Sierra Leone"",""27"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""25 to 34"",""5149101252343214080"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"157467220509169984,""3198013506"",""Sierra Leone"",""23"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""4691900716100462592"","""","""",""No"","""","""",""No"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"-934821487686626560,""3198013906"",""Sierra Leone"",""26"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""25 to 34"",""-846463501601414528"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"4319719252916006400,""3198014806"",""Sierra Leone"",""30"",""Female"",""Kono"",""Eastern"",""2014-12-23"",""25 to 34"",""-1958082335553179392"","""","""",""Don't know"","""","""",""Don't know"","""",""Don't know"","""",""Don't know"","""","""","""",""Don't know"""
"2494134030335842816,""3198014906"",""Sierra Leone"",""16"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""4153883076349759488"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"2895113646552635904,""3198025306"",""Sierra Leone"",""30"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""25 to 34"",""7404931173511188480"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"2749723711958555648,""3198026606"",""Sierra Leone"",""19"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""7216285714693940224"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-433314136940987072,""3198027106"",""Sierra Leone"",""17"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""950807802376992640"","""","""",""Don't know"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"7662557849557377024,""3198030306"",""Sierra Leone"",""20"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""-8070531342782673920"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""No"""
"3609053159787680768,""3198030506"",""Sierra Leone"",""16"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""-6842459105426796544"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"7624401014005388288,""3198030906"",""Sierra Leone"",""18"",""Female"",""Kenema"",""Eastern"",""2014-12-23"",""15 to 24"",""8035972309172367360"","""","""",""No"","""","""",""No"","""",""Yes"","""",""Don't know"","""","""","""",""No"""
"529965849427021376,""3198032706"",""Sierra Leone"",""26"",""Female"",""Kono"",""Eastern"",""2014-12-23"",""25 to 34"",""-4211008817444865024"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""No"""
"5358743353751115776,""3198033106"",""Sierra Leone"",""26"",""Female"",""Kailahun"",""Eastern"",""2014-12-23"",""25 to 34"",""-4584968291772711424"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-941635238196543744,""3198033306"",""Sierra Leone"",""28"",""Male"",""Western Rural"",""Western"",""2014-12-23"",""25 to 34"",""6615360209998171136"","""","""",""Don't know"","""","""",""Yes"","""",""Don't know"","""",""Yes"","""","""","""",""Yes"""
"-1923830276717609216,""3198033506"",""Sierra Leone"",""17"",""Male"",""Bo"",""Southern"",""2014-12-23"",""15 to 24"",""-4135059916219449344"","""","""",""Yes"","""","""",""Don't know"","""",""Don't know"","""",""Yes"","""","""","""",""Yes"""
"3157233054740492800,""3198033906"",""Sierra Leone"",""26"",""Male"",""Bo"",""Southern"",""2014-12-23"",""25 to 34"",""-1579067661154165248"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"2241859145235366912,""3198034706"",""Sierra Leone"",""21"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""8328322432324072448"","""","""",""Yes"","""","""",""Don't know"","""",""Don't know"","""",""Yes"","""","""","""",""Yes"""
"7345571156735859712,""3198036006"",""Sierra Leone"",""24"",""Female"",""Bo"",""Southern"",""2014-12-23"",""15 to 24"",""-8264603725260051456"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"4859193069297464320,""3198037706"",""Sierra Leone"",""18"",""Female"",""Bo"",""Southern"",""2014-12-23"",""15 to 24"",""5901376637535041536"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"2346561554839010304,""3198037906"",""Sierra Leone"",""17"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""5388603368652271616"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"785342747540536192,""3198038506"",""Sierra Leone"",""16"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""-2130040375269279744"","""","""",""Don't know"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"140897005580568896,""3198038806"",""Sierra Leone"",""20"",""Male"",""Kenema"",""Eastern"",""2014-12-23"",""15 to 24"",""7167445397922085888"","""","""",""Yes"","""","""",""No"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"563267602918939008,""3198040206"",""Sierra Leone"",""23"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""47035066624508880"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"514660609461498944,""3198045606"",""Sierra Leone"",""26"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""25 to 34"",""8842107933644328960"","""","""",""No"","""","""",""No"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"-949887011401299712,""3198048806"",""Sierra Leone"",""40"",""Female"",""Kenema"",""Eastern"",""2014-12-23"",""35+"",""3485416699363256320"","""","""",""Yes"","""","""",""No"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"567410700255947776,""3198054506"",""Sierra Leone"",""24"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""-2523816623406015488"","""","""",""Don't know"","""","""",""Yes"","""",""Don't know"","""",""Yes"","""","""","""",""Yes"""
"6005429303022510080,""3198054706"",""Sierra Leone"",""17"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""6822252032191717376"","""","""",""Yes"","""","""",""Yes"","""",""Don't know"","""",""Yes"","""","""","""",""No"""
"2953614540849017344,""3198058206"",""Sierra Leone"",""21"",""Female"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""7230209619335493632"","""","""",""No"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"1463009743865893888,""3198062806"",""Sierra Leone"",""39"",""Male"",""Western Rural"",""Western"",""2014-12-23"",""35+"",""-3596031595732572160"","""","""",""Don't know"","""","""",""No"","""",""Don't know"","""",""Don't know"","""","""","""",""Yes"""
"1332373314925731584,""3198063006"",""Sierra Leone"",""29"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""25 to 34"",""2271230381167530240"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-287176979557225728,""3198063206"",""Sierra Leone"",""33"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""25 to 34"",""6314646039146307584"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"2244841212995411968,""3198063906"",""Sierra Leone"",""24"",""Male"",""Koinadugu"",""Northern"",""2014-12-23"",""15 to 24"",""7261199624350529536"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"-853842656582006016,""3198064806"",""Sierra Leone"",""35"",""Male"",""Western Rural"",""Western"",""2014-12-23"",""35+"",""-1821302200377242112"","""","""",""Don't know"","""","""",""Don't know"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"-48849026769291312,""3198065606"",""Sierra Leone"",""23"",""Male"",""Bonthe"",""Southern"",""2014-12-23"",""15 to 24"",""2575343161263215104"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-1890391250920143104,""3198066306"",""Sierra Leone"",""46"",""Male"",""Bo"",""Southern"",""2014-12-23"",""35+"",""6686126681608383488"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"1853510336677037568,""3198066806"",""Sierra Leone"",""18"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""-4784015868148472832"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"2903874050830826496,""3198067106"",""Sierra Leone"",""33"",""Female"",""Bombali"",""Northern"",""2014-12-23"",""25 to 34"",""1010803692291902336"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"320730054892948608,""3198067206"",""Sierra Leone"",""19"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""3105528465085766656"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"1842872796726936320,""3198067606"",""Sierra Leone"",""31"",""Male"",""Port Loko"",""Northern"",""2014-12-23"",""25 to 34"",""3557718000262202880"","""","""",""No"","""","""",""Yes"","""",""No"","""",""No"","""","""","""",""Yes"""
"2956663293786960896,""3198068006"",""Sierra Leone"",""46"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""35+"",""-2507996784584028160"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""No"""
"1065703873067281664,""3198068206"",""Sierra Leone"",""22"",""Male"",""Tonkolili"",""Northern"",""2014-12-23"",""15 to 24"",""5172275422672287744"","""","""",""No"","""","""",""No"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"490361212078823872,""3198068806"",""Sierra Leone"",""28"",""Male"",""Bo"",""Southern"",""2014-12-23"",""25 to 34"",""-8786087662666450944"","""","""",""Yes"","""","""",""Yes"","""",""No"","""",""Yes"","""","""","""",""Yes"""
"5131041251686035456,""3198068906"",""Sierra Leone"",""30"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""25 to 34"",""6053818799501747200"","""","""",""No"","""","""",""No"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-900485760708655488,""3198069206"",""Sierra Leone"",""30"",""Male"",""Kenema"",""Eastern"",""2014-12-23"",""25 to 34"",""5357836142324378624"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"4291077336242625024,""3198070006"",""Sierra Leone"",""27"",""Male"",""Bombali"",""Northern"",""2014-12-23"",""25 to 34"",""-7164910254658113536"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"2902548951779864576,""3198070206"",""Sierra Leone"",""24"",""Male"",""Kono"",""Eastern"",""2014-12-23"",""15 to 24"",""3110085334088857088"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"197533162633956672,""3198070306"",""Sierra Leone"",""19"",""Male"",""Moyamba"",""Southern"",""2014-12-23"",""15 to 24"",""2107508688736981760"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-3839966744492991488,""3198072206"",""Sierra Leone"",""26"",""Male"",""Tonkolili"",""Northern"",""2014-12-23"",""25 to 34"",""-8556375150814043136"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"6546545087181804544,""3198072506"",""Sierra Leone"",""33"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""25 to 34"",""-3861599823867157504"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"1581030890025434624,""3198072606"",""Sierra Leone"",""29"",""Female"",""Western Urban"",""Western"",""2014-12-23"",""25 to 34"",""-7098443658811970560"","""","""",""No"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Don't know"""
"-512073866387727424,""3198072906"",""Sierra Leone"",""21"",""Male"",""Bo"",""Southern"",""2014-12-23"",""15 to 24"",""8170338957704798208"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"4718189702721251328,""3198073106"",""Sierra Leone"",""23"",""Male"",""Western Rural"",""Western"",""2014-12-23"",""15 to 24"",""3342610338073687552"","""","""",""Don't know"","""","""",""Yes"","""",""Yes"","""",""Don't know"","""","""","""",""Yes"""
"6277661152446192640,""3198073306"",""Sierra Leone"",""27"",""Male"",""Western Rural"",""Western"",""2014-12-23"",""25 to 34"",""2143764866712798720"","""","""",""Yes"","""","""",""Don't know"","""",""Don't know"","""",""Yes"","""","""","""",""Yes"""
"6578204784357139456,""3198074806"",""Sierra Leone"",""23"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""-6680678397621105664"","""","""",""Yes"","""","""",""Yes"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"6753833017806585856,""3198074906"",""Sierra Leone"",""23"",""Male"",""Bo"",""Southern"",""2014-12-23"",""15 to 24"",""3253580381758010368"","""","""",""No"","""","""",""Yes"","""",""No"","""",""No"","""","""","""",""Yes"""
"2580974031410089984,""3198075106"",""Sierra Leone"",""25"",""Female"",""Bo"",""Southern"",""2014-12-23"",""25 to 34"",""-763608899853006336"","""","""",""Yes"","""","""",""No"","""",""Yes"","""",""Yes"","""","""","""",""Yes"""
"-644209483438803584,""3198076006"",""Sierra Leone"",""22"",""Male"",""Western Urban"",""Western"",""2014-12-23"",""15 to 24"",""-6042893252926737408"","""","""",""No"","""","""",""No"","""",""Yes"","""",""Don't know"","""","""","""",""No"""
