District,Caste_ethnicity,Gender,Q1.i,Count,Tag
dolakha,muslim,male,housing_inspections,0,housing
dolakha,muslim,male,toilets_sanitation,0,health
dolakha,muslim,male,psychosocial_counseling,0,health
dolakha,muslim,male,healthcare,0,health
dolakha,muslim,male,education,0,education
dolakha,muslim,male,seeds_and_fertilizers,0,food
dolakha,newar,female,long_term_shelter__housing,5,housing
dolakha,newar,female,short_term_shelter__tent_shelt,0,housing
dolakha,newar,female,other,0,
dolakha,newar,female,livelihoods,0,
dolakha,newar,female,clean_water,0,water
dolakha,newar,female,financial_support,0,financial
dolakha,newar,female,food,0,food
dolakha,newar,female,housing_inspections,0,housing
dolakha,newar,female,toilets_sanitation,0,health
dolakha,newar,female,psychosocial_counseling,0,health
dolakha,newar,female,healthcare,0,health
dolakha,newar,female,education,0,education
dolakha,newar,female,seeds_and_fertilizers,0,food
dolakha,newar,male,long_term_shelter__housing,6,housing
dolakha,newar,male,short_term_shelter__tent_shelt,3,housing
dolakha,newar,male,clean_water,1,water
dolakha,newar,male,other,0,
dolakha,newar,male,livelihoods,0,
dolakha,newar,male,financial_support,0,financial
dolakha,newar,male,food,0,food
dolakha,newar,male,housing_inspections,0,housing
dolakha,newar,male,toilets_sanitation,0,health
dolakha,newar,male,psychosocial_counseling,0,health
dolakha,newar,male,healthcare,0,health
dolakha,newar,male,education,0,education
dolakha,newar,male,seeds_and_fertilizers,0,food
dolakha,other,female,long_term_shelter__housing,6,housing
dolakha,other,female,short_term_shelter__tent_shelt,1,housing
dolakha,other,female,other,0,
dolakha,other,female,livelihoods,0,
dolakha,other,female,clean_water,0,water
dolakha,other,female,financial_support,0,financial
dolakha,other,female,food,0,food
dolakha,other,female,housing_inspections,0,housing
dolakha,other,female,toilets_sanitation,0,health
dolakha,other,female,psychosocial_counseling,0,health
dolakha,other,female,healthcare,0,health
dolakha,other,female,education,0,education
dolakha,other,female,seeds_and_fertilizers,0,food
dolakha,other,male,long_term_shelter__housing,10,housing
dolakha,other,male,short_term_shelter__tent_shelt,0,housing
dolakha,other,male,other,0,
dolakha,other,male,livelihoods,0,
dolakha,other,male,clean_water,0,water
dolakha,other,male,financial_support,0,financial
dolakha,other,male,food,0,food
dolakha,other,male,housing_inspections,0,housing
dolakha,other,male,toilets_sanitation,0,health
dolakha,other,male,psychosocial_counseling,0,health
dolakha,other,male,healthcare,0,health
dolakha,other,male,education,0,education
dolakha,other,male,seeds_and_fertilizers,0,food
dolakha,tamang,female,long_term_shelter__housing,4,housing
dolakha,tamang,female,financial_support,2,financial
dolakha,tamang,female,short_term_shelter__tent_shelt,0,housing
dolakha,tamang,female,other,0,
dolakha,tamang,female,livelihoods,0,
dolakha,tamang,female,clean_water,0,water
dolakha,tamang,female,food,0,food
dolakha,tamang,female,housing_inspections,0,housing
dolakha,tamang,female,toilets_sanitation,0,health
dolakha,tamang,female,psychosocial_counseling,0,health
dolakha,tamang,female,healthcare,0,health
dolakha,tamang,female,education,0,education
dolakha,tamang,female,seeds_and_fertilizers,0,food
dolakha,tamang,male,long_term_shelter__housing,7,housing
dolakha,tamang,male,financial_support,1,financial
dolakha,tamang,male,education,1,education
dolakha,tamang,male,short_term_shelter__tent_shelt,0,housing
dolakha,tamang,male,other,0,
dolakha,tamang,male,livelihoods,0,
dolakha,tamang,male,clean_water,0,water
dolakha,tamang,male,food,0,food
dolakha,tamang,male,housing_inspections,0,housing
dolakha,tamang,male,toilets_sanitation,0,health
dolakha,tamang,male,psychosocial_counseling,0,health
dolakha,tamang,male,healthcare,0,health
dolakha,tamang,male,seeds_and_fertilizers,0,food
gorkha,brahmin,female,long_term_shelter__housing,3,housing
gorkha,brahmin,female,short_term_shelter__tent_shelt,1,housing
gorkha,brahmin,female,other,0,
gorkha,brahmin,female,livelihoods,0,
gorkha,brahmin,female,clean_water,0,water
gorkha,brahmin,female,financial_support,0,financial
gorkha,brahmin,female,food,0,food
gorkha,brahmin,female,housing_inspections,0,housing
gorkha,brahmin,female,toilets_sanitation,0,health
gorkha,brahmin,female,psychosocial_counseling,0,health
gorkha,brahmin,female,healthcare,0,health
gorkha,brahmin,female,education,0,education
gorkha,brahmin,female,seeds_and_fertilizers,0,food
gorkha,brahmin,male,long_term_shelter__housing,6,housing
gorkha,brahmin,male,short_term_shelter__tent_shelt,2,housing
gorkha,brahmin,male,other,0,
gorkha,brahmin,male,livelihoods,0,
gorkha,brahmin,male,clean_water,0,water
gorkha,brahmin,male,financial_support,0,financial
gorkha,brahmin,male,food,0,food
gorkha,brahmin,male,housing_inspections,0,housing
gorkha,brahmin,male,toilets_sanitation,0,health
gorkha,brahmin,male,psychosocial_counseling,0,health
gorkha,brahmin,male,healthcare,0,health
gorkha,brahmin,male,education,0,education
gorkha,brahmin,male,seeds_and_fertilizers,0,food
gorkha,chhetri,female,clean_water,1,water
gorkha,chhetri,female,short_term_shelter__tent_shelt,0,housing
gorkha,chhetri,female,other,0,
gorkha,chhetri,female,long_term_shelter__housing,0,housing
gorkha,chhetri,female,livelihoods,0,
gorkha,chhetri,female,financial_support,0,financial
gorkha,chhetri,female,food,0,food
gorkha,chhetri,female,housing_inspections,0,housing
gorkha,chhetri,female,toilets_sanitation,0,health
gorkha,chhetri,female,psychosocial_counseling,0,health
gorkha,chhetri,female,healthcare,0,health
gorkha,chhetri,female,education,0,education
gorkha,chhetri,female,seeds_and_fertilizers,0,food
gorkha,chhetri,male,long_term_shelter__housing,4,housing
gorkha,chhetri,male,short_term_shelter__tent_shelt,1,housing
gorkha,chhetri,male,other,0,
gorkha,chhetri,male,livelihoods,0,
gorkha,chhetri,male,clean_water,0,water
gorkha,chhetri,male,financial_support,0,financial
gorkha,chhetri,male,food,0,food
gorkha,chhetri,male,housing_inspections,0,housing
gorkha,chhetri,male,toilets_sanitation,0,health
gorkha,chhetri,male,psychosocial_counseling,0,health
gorkha,chhetri,male,healthcare,0,health
gorkha,chhetri,male,education,0,education
gorkha,chhetri,male,seeds_and_fertilizers,0,food
gorkha,dalit,female,long_term_shelter__housing,4,housing
gorkha,dalit,female,financial_support,1,financial
gorkha,dalit,female,short_term_shelter__tent_shelt,0,housing
gorkha,dalit,female,other,0,
gorkha,dalit,female,livelihoods,0,
gorkha,dalit,female,clean_water,0,water
gorkha,dalit,female,food,0,food
gorkha,dalit,female,housing_inspections,0,housing
gorkha,dalit,female,toilets_sanitation,0,health
gorkha,dalit,female,psychosocial_counseling,0,health
gorkha,dalit,female,healthcare,0,health
gorkha,dalit,female,education,0,education
gorkha,dalit,female,seeds_and_fertilizers,0,food
gorkha,dalit,male,short_term_shelter__tent_shelt,3,housing
gorkha,dalit,male,long_term_shelter__housing,1,housing
gorkha,dalit,male,livelihoods,1,
gorkha,dalit,male,other,0,
gorkha,dalit,male,clean_water,0,water
gorkha,dalit,male,financial_support,0,financial
gorkha,dalit,male,food,0,food
gorkha,dalit,male,housing_inspections,0,housing
gorkha,dalit,male,toilets_sanitation,0,health
gorkha,dalit,male,psychosocial_counseling,0,health
gorkha,dalit,male,healthcare,0,health
gorkha,dalit,male,education,0,education
gorkha,dalit,male,seeds_and_fertilizers,0,food
gorkha,gurung,female,long_term_shelter__housing,15,housing
gorkha,gurung,female,short_term_shelter__tent_shelt,2,housing
gorkha,gurung,female,healthcare,2,health
gorkha,gurung,female,housing_inspections,1,housing
gorkha,gurung,female,education,1,education
gorkha,gurung,female,other,0,
gorkha,gurung,female,livelihoods,0,
gorkha,gurung,female,clean_water,0,water
gorkha,gurung,female,financial_support,0,financial
gorkha,gurung,female,food,0,food
gorkha,gurung,female,toilets_sanitation,0,health
gorkha,gurung,female,psychosocial_counseling,0,health
gorkha,gurung,female,seeds_and_fertilizers,0,food
gorkha,gurung,male,long_term_shelter__housing,18,housing
gorkha,gurung,male,short_term_shelter__tent_shelt,4,housing
gorkha,gurung,male,housing_inspections,4,housing
gorkha,gurung,male,livelihoods,2,
gorkha,gurung,male,psychosocial_counseling,1,health
gorkha,gurung,male,healthcare,1,health
gorkha,gurung,male,education,1,education
gorkha,gurung,male,seeds_and_fertilizers,1,food
gorkha,gurung,male,other,0,
gorkha,gurung,male,clean_water,0,water
gorkha,gurung,male,financial_support,0,financial
gorkha,gurung,male,food,0,food
gorkha,gurung,male,toilets_sanitation,0,health
gorkha,janajati,female,long_term_shelter__housing,9,housing
gorkha,janajati,female,livelihoods,1,
gorkha,janajati,female,short_term_shelter__tent_shelt,0,housing
gorkha,janajati,female,other,0,
gorkha,janajati,female,clean_water,0,water
gorkha,janajati,female,financial_support,0,financial
gorkha,janajati,female,food,0,food
gorkha,janajati,female,housing_inspections,0,housing
gorkha,janajati,female,toilets_sanitation,0,health
gorkha,janajati,female,psychosocial_counseling,0,health
gorkha,janajati,female,healthcare,0,health
gorkha,janajati,female,education,0,education
gorkha,janajati,female,seeds_and_fertilizers,0,food
gorkha,janajati,male,long_term_shelter__housing,6,housing
gorkha,janajati,male,short_term_shelter__tent_shelt,5,housing
gorkha,janajati,male,other,0,
gorkha,janajati,male,livelihoods,0,
gorkha,janajati,male,clean_water,0,water
gorkha,janajati,male,financial_support,0,financial
gorkha,janajati,male,food,0,food
gorkha,janajati,male,housing_inspections,0,housing
gorkha,janajati,male,toilets_sanitation,0,health
gorkha,janajati,male,psychosocial_counseling,0,health
gorkha,janajati,male,healthcare,0,health
gorkha,janajati,male,education,0,education
gorkha,janajati,male,seeds_and_fertilizers,0,food
gorkha,muslim,female,short_term_shelter__tent_shelt,0,housing
gorkha,muslim,female,other,0,
gorkha,muslim,female,long_term_shelter__housing,0,housing
gorkha,muslim,female,livelihoods,0,
gorkha,muslim,female,clean_water,0,water
gorkha,muslim,female,financial_support,0,financial
gorkha,muslim,female,food,0,food
gorkha,muslim,female,housing_inspections,0,housing
gorkha,muslim,female,toilets_sanitation,0,health
gorkha,muslim,female,psychosocial_counseling,0,health
gorkha,muslim,female,healthcare,0,health
gorkha,muslim,female,education,0,education
gorkha,muslim,female,seeds_and_fertilizers,0,food
gorkha,muslim,male,short_term_shelter__tent_shelt,0,housing
gorkha,muslim,male,other,0,
gorkha,muslim,male,long_term_shelter__housing,0,housing
gorkha,muslim,male,livelihoods,0,
gorkha,muslim,male,clean_water,0,water
gorkha,muslim,male,financial_support,0,financial
gorkha,muslim,male,food,0,food
gorkha,muslim,male,housing_inspections,0,housing
gorkha,muslim,male,toilets_sanitation,0,health
gorkha,muslim,male,psychosocial_counseling,0,health
gorkha,muslim,male,healthcare,0,health
gorkha,muslim,male,education,0,education
gorkha,muslim,male,seeds_and_fertilizers,0,food
gorkha,newar,female,livelihoods,1,
gorkha,newar,female,short_term_shelter__tent_shelt,0,housing
gorkha,newar,female,other,0,
gorkha,newar,female,long_term_shelter__housing,0,housing
gorkha,newar,female,clean_water,0,water
gorkha,newar,female,financial_support,0,financial
gorkha,newar,female,food,0,food
gorkha,newar,female,housing_inspections,0,housing
gorkha,newar,female,toilets_sanitation,0,health
gorkha,newar,female,psychosocial_counseling,0,health
gorkha,newar,female,healthcare,0,health
gorkha,newar,female,education,0,education
gorkha,newar,female,seeds_and_fertilizers,0,food
gorkha,newar,male,short_term_shelter__tent_shelt,5,housing
gorkha,newar,male,long_term_shelter__housing,2,housing
gorkha,newar,male,toilets_sanitation,1,health
gorkha,newar,male,healthcare,1,health
gorkha,newar,male,other,0,
gorkha,newar,male,livelihoods,0,
gorkha,newar,male,clean_water,0,water
gorkha,newar,male,financial_support,0,financial
gorkha,newar,male,food,0,food
gorkha,newar,male,housing_inspections,0,housing
gorkha,newar,male,psychosocial_counseling,0,health
gorkha,newar,male,education,0,education
gorkha,newar,male,seeds_and_fertilizers,0,food
gorkha,other,female,housing_inspections,3,housing
gorkha,other,female,short_term_shelter__tent_shelt,1,housing
gorkha,other,female,clean_water,1,water
gorkha,other,female,other,0,
gorkha,other,female,long_term_shelter__housing,0,housing
gorkha,other,female,livelihoods,0,
gorkha,other,female,financial_support,0,financial
gorkha,other,female,food,0,food
gorkha,other,female,toilets_sanitation,0,health
gorkha,other,female,psychosocial_counseling,0,health
gorkha,other,female,healthcare,0,health
gorkha,other,female,education,0,education
gorkha,other,female,seeds_and_fertilizers,0,food
gorkha,other,male,long_term_shelter__housing,3,housing
gorkha,other,male,short_term_shelter__tent_shelt,0,housing
gorkha,other,male,other,0,
gorkha,other,male,livelihoods,0,
gorkha,other,male,clean_water,0,water
gorkha,other,male,financial_support,0,financial
gorkha,other,male,food,0,food
gorkha,other,male,housing_inspections,0,housing
gorkha,other,male,toilets_sanitation,0,health
gorkha,other,male,psychosocial_counseling,0,health
gorkha,other,male,healthcare,0,health
gorkha,other,male,education,0,education
gorkha,other,male,seeds_and_fertilizers,0,food
gorkha,tamang,female,long_term_shelter__housing,1,housing
gorkha,tamang,female,short_term_shelter__tent_shelt,0,housing
gorkha,tamang,female,other,0,
gorkha,tamang,female,livelihoods,0,
gorkha,tamang,female,clean_water,0,water
gorkha,tamang,female,financial_support,0,financial
gorkha,tamang,female,food,0,food
gorkha,tamang,female,housing_inspections,0,housing
gorkha,tamang,female,toilets_sanitation,0,health
gorkha,tamang,female,psychosocial_counseling,0,health
gorkha,tamang,female,healthcare,0,health
gorkha,tamang,female,education,0,education
gorkha,tamang,female,seeds_and_fertilizers,0,food
gorkha,tamang,male,short_term_shelter__tent_shelt,0,housing
gorkha,tamang,male,other,0,
gorkha,tamang,male,long_term_shelter__housing,0,housing
gorkha,tamang,male,livelihoods,0,
gorkha,tamang,male,clean_water,0,water
gorkha,tamang,male,financial_support,0,financial
gorkha,tamang,male,food,0,food
gorkha,tamang,male,housing_inspections,0,housing
gorkha,tamang,male,toilets_sanitation,0,health
gorkha,tamang,male,psychosocial_counseling,0,health
gorkha,tamang,male,healthcare,0,health
gorkha,tamang,male,education,0,education
gorkha,tamang,male,seeds_and_fertilizers,0,food
kathmandu,brahmin,female,long_term_shelter__housing,4,housing
kathmandu,brahmin,female,short_term_shelter__tent_shelt,3,housing
kathmandu,brahmin,female,other,0,
kathmandu,brahmin,female,livelihoods,0,
kathmandu,brahmin,female,clean_water,0,water
kathmandu,brahmin,female,financial_support,0,financial
kathmandu,brahmin,female,food,0,food
kathmandu,brahmin,female,housing_inspections,0,housing
kathmandu,brahmin,female,toilets_sanitation,0,health
kathmandu,brahmin,female,psychosocial_counseling,0,health
kathmandu,brahmin,female,healthcare,0,health
kathmandu,brahmin,female,education,0,education
kathmandu,brahmin,female,seeds_and_fertilizers,0,food
kathmandu,brahmin,male,long_term_shelter__housing,12,housing
kathmandu,brahmin,male,short_term_shelter__tent_shelt,2,housing
kathmandu,brahmin,male,healthcare,2,health
kathmandu,brahmin,male,financial_support,1,financial
kathmandu,brahmin,male,other,0,
kathmandu,brahmin,male,livelihoods,0,
kathmandu,brahmin,male,clean_water,0,water
kathmandu,brahmin,male,food,0,food
kathmandu,brahmin,male,housing_inspections,0,housing
kathmandu,brahmin,male,toilets_sanitation,0,health
kathmandu,brahmin,male,psychosocial_counseling,0,health
kathmandu,brahmin,male,education,0,education
kathmandu,brahmin,male,seeds_and_fertilizers,0,food
kathmandu,chhetri,female,long_term_shelter__housing,12,housing
kathmandu,chhetri,female,short_term_shelter__tent_shelt,6,housing
kathmandu,chhetri,female,financial_support,2,financial
kathmandu,chhetri,female,livelihoods,1,
kathmandu,chhetri,female,housing_inspections,1,housing
kathmandu,chhetri,female,other,0,
kathmandu,chhetri,female,clean_water,0,water
kathmandu,chhetri,female,food,0,food
kathmandu,chhetri,female,toilets_sanitation,0,health
kathmandu,chhetri,female,psychosocial_counseling,0,health
kathmandu,chhetri,female,healthcare,0,health
kathmandu,chhetri,female,education,0,education
kathmandu,chhetri,female,seeds_and_fertilizers,0,food
kathmandu,chhetri,male,long_term_shelter__housing,10,housing
kathmandu,chhetri,male,short_term_shelter__tent_shelt,3,housing
kathmandu,chhetri,male,financial_support,3,financial
kathmandu,chhetri,male,other,1,
kathmandu,chhetri,male,clean_water,1,water
kathmandu,chhetri,male,livelihoods,0,
kathmandu,chhetri,male,food,0,food
kathmandu,chhetri,male,housing_inspections,0,housing
kathmandu,chhetri,male,toilets_sanitation,0,health
kathmandu,chhetri,male,psychosocial_counseling,0,health
kathmandu,chhetri,male,healthcare,0,health
kathmandu,chhetri,male,education,0,education
kathmandu,chhetri,male,seeds_and_fertilizers,0,food
kathmandu,dalit,female,short_term_shelter__tent_shelt,1,housing
kathmandu,dalit,female,toilets_sanitation,1,health
kathmandu,dalit,female,other,0,
kathmandu,dalit,female,long_term_shelter__housing,0,housing
kathmandu,dalit,female,livelihoods,0,
kathmandu,dalit,female,clean_water,0,water
kathmandu,dalit,female,financial_support,0,financial
kathmandu,dalit,female,food,0,food
kathmandu,dalit,female,housing_inspections,0,housing
kathmandu,dalit,female,psychosocial_counseling,0,health
kathmandu,dalit,female,healthcare,0,health
kathmandu,dalit,female,education,0,education
kathmandu,dalit,female,seeds_and_fertilizers,0,food
kathmandu,dalit,male,short_term_shelter__tent_shelt,3,housing
kathmandu,dalit,male,other,0,
kathmandu,dalit,male,long_term_shelter__housing,0,housing
kathmandu,dalit,male,livelihoods,0,
kathmandu,dalit,male,clean_water,0,water
kathmandu,dalit,male,financial_support,0,financial
kathmandu,dalit,male,food,0,food
kathmandu,dalit,male,housing_inspections,0,housing
kathmandu,dalit,male,toilets_sanitation,0,health
kathmandu,dalit,male,psychosocial_counseling,0,health
kathmandu,dalit,male,healthcare,0,health
kathmandu,dalit,male,education,0,education
kathmandu,dalit,male,seeds_and_fertilizers,0,food
kathmandu,gurung,female,long_term_shelter__housing,2,housing
kathmandu,gurung,female,short_term_shelter__tent_shelt,1,housing
kathmandu,gurung,female,other,0,
kathmandu,gurung,female,livelihoods,0,
kathmandu,gurung,female,clean_water,0,water
kathmandu,gurung,female,financial_support,0,financial
kathmandu,gurung,female,food,0,food
kathmandu,gurung,female,housing_inspections,0,housing
kathmandu,gurung,female,toilets_sanitation,0,health
kathmandu,gurung,female,psychosocial_counseling,0,health
kathmandu,gurung,female,healthcare,0,health
kathmandu,gurung,female,education,0,education
kathmandu,gurung,female,seeds_and_fertilizers,0,food
kathmandu,gurung,male,short_term_shelter__tent_shelt,1,housing
kathmandu,gurung,male,other,0,
kathmandu,gurung,male,long_term_shelter__housing,0,housing
kathmandu,gurung,male,livelihoods,0,
kathmandu,gurung,male,clean_water,0,water
kathmandu,gurung,male,financial_support,0,financial
kathmandu,gurung,male,food,0,food
kathmandu,gurung,male,housing_inspections,0,housing
kathmandu,gurung,male,toilets_sanitation,0,health
kathmandu,gurung,male,psychosocial_counseling,0,health
kathmandu,gurung,male,healthcare,0,health
kathmandu,gurung,male,education,0,education
kathmandu,gurung,male,seeds_and_fertilizers,0,food
kathmandu,janajati,female,short_term_shelter__tent_shelt,2,housing
kathmandu,janajati,female,long_term_shelter__housing,1,housing
kathmandu,janajati,female,other,0,
kathmandu,janajati,female,livelihoods,0,
kathmandu,janajati,female,clean_water,0,water
kathmandu,janajati,female,financial_support,0,financial
kathmandu,janajati,female,food,0,food
kathmandu,janajati,female,housing_inspections,0,housing
kathmandu,janajati,female,toilets_sanitation,0,health
kathmandu,janajati,female,psychosocial_counseling,0,health
kathmandu,janajati,female,healthcare,0,health
kathmandu,janajati,female,education,0,education
kathmandu,janajati,female,seeds_and_fertilizers,0,food
kathmandu,janajati,male,long_term_shelter__housing,2,housing
kathmandu,janajati,male,clean_water,2,water
kathmandu,janajati,male,short_term_shelter__tent_shelt,1,housing
kathmandu,janajati,male,food,1,food
kathmandu,janajati,male,other,0,
kathmandu,janajati,male,livelihoods,0,
kathmandu,janajati,male,financial_support,0,financial
kathmandu,janajati,male,housing_inspections,0,housing
kathmandu,janajati,male,toilets_sanitation,0,health
kathmandu,janajati,male,psychosocial_counseling,0,health
kathmandu,janajati,male,healthcare,0,health
kathmandu,janajati,male,education,0,education
kathmandu,janajati,male,seeds_and_fertilizers,0,food
kathmandu,muslim,female,short_term_shelter__tent_shelt,0,housing
kathmandu,muslim,female,other,0,
kathmandu,muslim,female,long_term_shelter__housing,0,housing
kathmandu,muslim,female,livelihoods,0,
kathmandu,muslim,female,clean_water,0,water
kathmandu,muslim,female,financial_support,0,financial
kathmandu,muslim,female,food,0,food
kathmandu,muslim,female,housing_inspections,0,housing
kathmandu,muslim,female,toilets_sanitation,0,health
kathmandu,muslim,female,psychosocial_counseling,0,health
kathmandu,muslim,female,healthcare,0,health
kathmandu,muslim,female,education,0,education
kathmandu,muslim,female,seeds_and_fertilizers,0,food
kathmandu,muslim,male,short_term_shelter__tent_shelt,0,housing
kathmandu,muslim,male,other,0,
kathmandu,muslim,male,long_term_shelter__housing,0,housing
kathmandu,muslim,male,livelihoods,0,
kathmandu,muslim,male,clean_water,0,water
kathmandu,muslim,male,financial_support,0,financial
kathmandu,muslim,male,food,0,food
kathmandu,muslim,male,housing_inspections,0,housing
kathmandu,muslim,male,toilets_sanitation,0,health
kathmandu,muslim,male,psychosocial_counseling,0,health
kathmandu,muslim,male,healthcare,0,health
kathmandu,muslim,male,education,0,education
kathmandu,muslim,male,seeds_and_fertilizers,0,food
kathmandu,newar,female,short_term_shelter__tent_shelt,9,housing
kathmandu,newar,female,long_term_shelter__housing,9,housing
kathmandu,newar,female,psychosocial_counseling,2,health
kathmandu,newar,female,education,2,education
kathmandu,newar,female,livelihoods,1,
kathmandu,newar,female,financial_support,1,financial
kathmandu,newar,female,toilets_sanitation,1,health
kathmandu,newar,female,other,0,
kathmandu,newar,female,clean_water,0,water
kathmandu,newar,female,food,0,food
kathmandu,newar,female,housing_inspections,0,housing
kathmandu,newar,female,healthcare,0,health
kathmandu,newar,female,seeds_and_fertilizers,0,food
kathmandu,newar,male,long_term_shelter__housing,15,housing
kathmandu,newar,male,short_term_shelter__tent_shelt,5,housing
kathmandu,newar,male,housing_inspections,2,housing
kathmandu,newar,male,toilets_sanitation,2,health
kathmandu,newar,male,other,1,
kathmandu,newar,male,livelihoods,1,
kathmandu,newar,male,financial_support,1,financial
kathmandu,newar,male,clean_water,0,water
kathmandu,newar,male,food,0,food
kathmandu,newar,male,psychosocial_counseling,0,health
kathmandu,newar,male,healthcare,0,health
kathmandu,newar,male,education,0,education
kathmandu,newar,male,seeds_and_fertilizers,0,food
kathmandu,other,female,short_term_shelter__tent_shelt,2,housing
kathmandu,other,female,long_term_shelter__housing,2,housing
kathmandu,other,female,other,1,
kathmandu,other,female,clean_water,1,water
kathmandu,other,female,livelihoods,0,
kathmandu,other,female,financial_support,0,financial
kathmandu,other,female,food,0,food
kathmandu,other,female,housing_inspections,0,housing
kathmandu,other,female,toilets_sanitation,0,health
kathmandu,other,female,psychosocial_counseling,0,health
kathmandu,other,female,healthcare,0,health
kathmandu,other,female,education,0,education
kathmandu,other,female,seeds_and_fertilizers,0,food
kathmandu,other,male,clean_water,3,water
kathmandu,other,male,long_term_shelter__housing,2,housing
kathmandu,other,male,short_term_shelter__tent_shelt,1,housing
kathmandu,other,male,other,0,
kathmandu,other,male,livelihoods,0,
kathmandu,other,male,financial_support,0,financial
kathmandu,other,male,food,0,food
kathmandu,other,male,housing_inspections,0,housing
kathmandu,other,male,toilets_sanitation,0,health
kathmandu,other,male,psychosocial_counseling,0,health
kathmandu,other,male,healthcare,0,health
kathmandu,other,male,education,0,education
kathmandu,other,male,seeds_and_fertilizers,0,food
kathmandu,tamang,female,long_term_shelter__housing,6,housing
kathmandu,tamang,female,short_term_shelter__tent_shelt,5,housing
kathmandu,tamang,female,clean_water,1,water
kathmandu,tamang,female,other,0,
kathmandu,tamang,female,livelihoods,0,
kathmandu,tamang,female,financial_support,0,financial
kathmandu,tamang,female,food,0,food
kathmandu,tamang,female,housing_inspections,0,housing
kathmandu,tamang,female,toilets_sanitation,0,health
kathmandu,tamang,female,psychosocial_counseling,0,health
kathmandu,tamang,female,healthcare,0,health
kathmandu,tamang,female,education,0,education
kathmandu,tamang,female,seeds_and_fertilizers,0,food
kathmandu,tamang,male,short_term_shelter__tent_shelt,8,housing
kathmandu,tamang,male,long_term_shelter__housing,8,housing
kathmandu,tamang,male,education,2,education
kathmandu,tamang,male,financial_support,1,financial
kathmandu,tamang,male,other,0,
kathmandu,tamang,male,livelihoods,0,
kathmandu,tamang,male,clean_water,0,water
kathmandu,tamang,male,food,0,food
kathmandu,tamang,male,housing_inspections,0,housing
kathmandu,tamang,male,toilets_sanitation,0,health
kathmandu,tamang,male,psychosocial_counseling,0,health
kathmandu,tamang,male,healthcare,0,health
kathmandu,tamang,male,seeds_and_fertilizers,0,food
kavrepalanchok,brahmin,female,long_term_shelter__housing,20,housing
kavrepalanchok,brahmin,female,short_term_shelter__tent_shelt,4,housing
kavrepalanchok,brahmin,female,clean_water,1,water
kavrepalanchok,brahmin,female,other,0,
kavrepalanchok,brahmin,female,livelihoods,0,
kavrepalanchok,brahmin,female,financial_support,0,financial
kavrepalanchok,brahmin,female,food,0,food
kavrepalanchok,brahmin,female,housing_inspections,0,housing
kavrepalanchok,brahmin,female,toilets_sanitation,0,health
kavrepalanchok,brahmin,female,psychosocial_counseling,0,health
kavrepalanchok,brahmin,female,healthcare,0,health
kavrepalanchok,brahmin,female,education,0,education
kavrepalanchok,brahmin,female,seeds_and_fertilizers,0,food
kavrepalanchok,brahmin,male,long_term_shelter__housing,35,housing
kavrepalanchok,brahmin,male,short_term_shelter__tent_shelt,5,housing
kavrepalanchok,brahmin,male,livelihoods,1,
kavrepalanchok,brahmin,male,clean_water,1,water
kavrepalanchok,brahmin,male,financial_support,1,financial
kavrepalanchok,brahmin,male,other,0,
kavrepalanchok,brahmin,male,food,0,food
kavrepalanchok,brahmin,male,housing_inspections,0,housing
kavrepalanchok,brahmin,male,toilets_sanitation,0,health
kavrepalanchok,brahmin,male,psychosocial_counseling,0,health
kavrepalanchok,brahmin,male,healthcare,0,health
kavrepalanchok,brahmin,male,education,0,education
kavrepalanchok,brahmin,male,seeds_and_fertilizers,0,food
kavrepalanchok,chhetri,female,long_term_shelter__housing,10,housing
kavrepalanchok,chhetri,female,livelihoods,1,
kavrepalanchok,chhetri,female,short_term_shelter__tent_shelt,0,housing
kavrepalanchok,chhetri,female,other,0,
kavrepalanchok,chhetri,female,clean_water,0,water
kavrepalanchok,chhetri,female,financial_support,0,financial
kavrepalanchok,chhetri,female,food,0,food
kavrepalanchok,chhetri,female,housing_inspections,0,housing
kavrepalanchok,chhetri,female,toilets_sanitation,0,health
kavrepalanchok,chhetri,female,psychosocial_counseling,0,health
kavrepalanchok,chhetri,female,healthcare,0,health
kavrepalanchok,chhetri,female,education,0,education
kavrepalanchok,chhetri,female,seeds_and_fertilizers,0,food
kavrepalanchok,chhetri,male,long_term_shelter__housing,7,housing
kavrepalanchok,chhetri,male,short_term_shelter__tent_shelt,4,housing
kavrepalanchok,chhetri,male,clean_water,2,water
kavrepalanchok,chhetri,male,toilets_sanitation,1,health
kavrepalanchok,chhetri,male,other,0,
kavrepalanchok,chhetri,male,livelihoods,0,
kavrepalanchok,chhetri,male,financial_support,0,financial
kavrepalanchok,chhetri,male,food,0,food
kavrepalanchok,chhetri,male,housing_inspections,0,housing
kavrepalanchok,chhetri,male,psychosocial_counseling,0,health
kavrepalanchok,chhetri,male,healthcare,0,health
kavrepalanchok,chhetri,male,education,0,education
kavrepalanchok,chhetri,male,seeds_and_fertilizers,0,food
kavrepalanchok,dalit,female,long_term_shelter__housing,2,housing
kavrepalanchok,dalit,female,short_term_shelter__tent_shelt,0,housing
kavrepalanchok,dalit,female,other,0,
kavrepalanchok,dalit,female,livelihoods,0,
kavrepalanchok,dalit,female,clean_water,0,water
kavrepalanchok,dalit,female,financial_support,0,financial
kavrepalanchok,dalit,female,food,0,food
kavrepalanchok,dalit,female,housing_inspections,0,housing
